Personal Hygiene	39	Why is a mouthwash used ? 	to make the mouth fresh and healthy			mouthwash 	น้ำยาล้างปาก								
Personal Hygiene	40	Is an electric shaver more popular ? 	"Yes, it is"			electric shaver 	เครื่องโกนหนวดไฟฟ้า								
Personal Hygiene	41	Are a razor and a shaver the same thing ? 	"Yes, they are."			razor 	มีดโกน								
Personal Hygiene	42	Is a razor blade disposable ? 	"Yes, it is"			razor blade 	ใบมีดโกน								
Personal Hygiene	43	What is shaving cream called sometimes ? 	shaving foam			shaving cream 	ครีมโกนหนวด								
Personal Hygiene	44	How special is aftershave ? 	a liquid with a pleasant smell			aftershave 	น้ำยาทาหลังโกน								
Personal Hygiene	45	Does a woman cut nails and polish nails by herself ? 	"Yes, she does"			cut nails 	ตัดเล็บ	polish nails 	แต่งเล็บ						
Personal Hygiene	46	What can be put on or applied to a woman's face ? 	"cosmetics, cream, lotions"			put on 	ใส่	applied 	ทา						
Personal Hygiene	47	What can be used to take off or remove cosmetics ? 	a cleanser or some tissue			take off 	เอาออก	remove 	เช็คออก						
Personal Hygiene	48	Who can use makeup very often ? 	"makeup artists, film stars, models"			makeup 	เครื่องแต่งหน้า								
Personal Hygiene	49	How are nail clippers used ? 	used to cut our nails on fingers and toes			nail clippers 	เครื่องตัดเล็บ								
Personal Hygiene	50	Why is and emery board used ?	It is used for shaping our nails.			emery board 	ที่ฝนเล็บ								
Personal Hygiene	51	Is nail polish similar to nail enamel ? 	"Yes, it is."			nail polish 	สีทาเล็บ								
Personal Hygiene	52	Why is an eyebrow pencil used ? 	for emphasizing or improving the shape of the eyebrows			eyebrow pencil 	ดินสอเขียนคิ้ว								
Personal Hygiene	53	Where is the eye shadow put on ? 	on the eyelids			eye shadow 	สีทาเปลือกตา								
Personal Hygiene	54	Do some women know how to use an eyeliner ? 	"Yes, they do."			eyeliner 	ดินสอเขียนขอบตา								
Personal Hygiene	55	Where is the blush or blusher put on ?	put on their cheeks to give them more colour			blush 	สีทาแก้ม	blusher 	สีทาแก้ม						
Personal Hygiene	56	Why do some use a lipstick ? 	They use it for colouring the lips.			lipstick 	ลิปสติก								
Personal Hygiene	57	How is mascara used ? 	It is put on eyelashes to make them look dark and thick.			mascara 	สีป้ายขนตา								
Personal Hygiene	58	Where is foundation put on ? 	It is put on the face underneath other make-up.			foundation 	ครีมรองพื้น								
Personal Hygiene	59	Why is the face powder used ?	to make the face look smooth and dry			face powder 	แป้งผัดหน้า								
Personal Hygiene	60	Is the makeup remover in the form of lotion ?	"Yes, it is."			makeup remover 	น้ำยาล้างเครื่องแต่งหน้าออก								
Symptoms and Injuries	1	What do you do if you suffer from headaches ? 	I take some aspirins.			headaches 	ปวดศีรษะ								
Symptoms and Injuries	2	Whom do you go to see if you get a toothache ? 	go to see the dentist			toothache 	ปวดฟัน								
Symptoms and Injuries	3	What is an earache ?	pain inside the ear			earache 	ปวดหู								
Symptoms and Injuries	4	Why do you get a stomachache sometimes ? 	I eat something improper.			stomachache 	ปวดท้อง								
Symptoms and Injuries	5	What may make you have a backache ?	lifting heavy things and small accidents			backache 	ปวดหลัง								
Symptoms and Injuries	6	How is sore throat developed ? 	have some viral or bacterial infection			sore throat 	อาการเจ็บคอ								
Symptoms and Injuries	7	Can you take some medicine to relieve nasal congestion ? 	"Yes, I can."			nasal congestion 	อาการคั่งในจมูก								
Symptoms and Injuries	8	What may help you reduce the fever / temperature ?	some aspirins			fever / temperature 	"ไข้, ตัวร้อนมีไข้"								
Symptoms and Injuries	9	What may be developed from chills ? 	fever and shivering			chills 	"เยือกหนาว, หนาวสั่น"								
Symptoms and Injuries	10	How is a rash developed ?	red spots on the skin caused by an illness or reaction to something			rash 	อาการผื่นคัน								
Symptoms and Injuries	11	When can a persistent cough happen to you ? 	when I get an illness or infection			cough 	อาการไอ								
Symptoms and Injuries	12	What may cause one to sneeze ? 	a tickling in the nose			sneeze 	จาม								
Symptoms and Injuries	13	When do you feel dizzy ? 	when climbing so high or walking so far			feel dizzy 	รู้สึกวิงเวียน								
Symptoms and Injuries	14	Do you feel nauseous when traveling on a rough sea ? 	"Yes, I do."			feel nauseous 	รู้สึกคลื่นเหียน								
Symptoms and Injuries	15	What may make some throw up or vomit ? 	the bad smell			throw up 	"อาเจียน, สำรอก"								
Symptoms and Injuries	16	Can the balm or balsam heal the insect bite ? 	"Yes, it can."			insect bite 	แมลงกัดต่อย								
Symptoms and Injuries	17	When did you get a bruise on your leg ? 	when I slipped badly.			bruise 	ฟกช้ำ								
Symptoms and Injuries	18	What are cuts ?	wounds caused by something sharp			cuts 	บาดแผล								
Symptoms and Injuries	19	How is sunburn developed ? 	spending too much time in the sun			sunburn 	ไหม้แดด								
Symptoms and Injuries	20	Will a burn cause blisters ? 	"Yes, it will."			blisters	ตุ่มพอง								
Symptoms and Injuries	21	What may cause a swollen finger ? 	a disease or an injury			swollen finger 	นิ้วบวม								
Symptoms and Injuries	22	What may cause a bloody nose ? 	fighting or assault			bloody nose 	เลือดกำเดาไหล								
Symptoms and Injuries	23	When did you get a sprained ankle ? 	when I stumbled on something and fell.			sprained ankle 	ข้อเท้าเคล็ด								
Illnesses and Medical Conditions	1	When are colds commonly found ? 	during the rainy season			colds 	หวัด								
Illnesses and Medical Conditions	2	What symptoms are found in the flu ? 	"fever, pains and weakness"			flu 	ไข้หวัดใหญ่								
Illnesses and Medical Conditions	3	Who often gets ear infection ? 	small children			ear infection 	หูน้ำหนวก								
Illnesses and Medical Conditions	4	What is strep throat ? 	an infection of the throat			strep throat 	คออักเสบ								
Illnesses and Medical Conditions	5	Among whom is measles found ? 	among children			measles 	โรคหัด								
Illnesses and Medical Conditions	6	What symptoms are found in chicken pox ? 	slight fever and many spots on the skin			chicken pox 	อีสุกอีใส								
Illnesses and Medical Conditions	7	Where is the mumps shown ? 	painful swellings in the neck			mumps 	คางทูม								
Illnesses and Medical Conditions	8	Do some people have allergies to animal hair ? 	"Yes, they do."			allergies 	ภูมิแพ้ต่าง ๆ								
Illnesses and Medical Conditions	9	How troublesome is asthma ? 	It makes breathing difficult.			asthma 	หืดหอบ								
Illnesses and Medical Conditions	10	Why is cancer very frightening ?	because the disease often causes death.			cancer 	มะเร็ง								
Illnesses and Medical Conditions	11	What is the other name of the heart disease ? 	coronary disease			heart disease 	โรคหัวใจ								
Illnesses and Medical Conditions	12	How terrible is diabetes ? 	a lack of insulin makes a patient produce a lot of urine and feel very thirsty			diabetes 	เบาหวาน								
Illnesses and Medical Conditions	13	Where are intestinal parasites from ? 	from vegetables and meat not cooked thoroughly			intestinal parasites 	พยาธิในลำไส้								
Illnesses and Medical Conditions	14	What can result in high blood pressure or hypertension ? 	"fat, salty foods and no exercising"			high blood pressure 	"ความดันโลหิตสูง, ความดันสูง"								
Illnesses and Medical Conditions	15	How bad is TB (tuberculosis) ? 	an infectious disease causing swellings on the lungs and other parts of the body			TB (tuberculosis) 	"วัณโรค, ทีบี"								
Illnesses and Medical Conditions	16	Why does arthritis cause sufferings ? 	because it causes pain and swelling in one or more joints of the body.			arthritis 	ข้ออักเสบ								
Illnesses and Medical Conditions	17	What are the full words of HIV ?	human immunodeficiency virus			HIV 	ไวรัสที่ทำให้ภูมิคุ้มกันบกพร่องนำไปสู่โรคเอดส์								
Illnesses and Medical Conditions	18	When can dementia happen to a person ? 	"when a brain disease or injury affects the ability to think, remember and behave normally"			dementia 	โรคสมองเสื่อม								
Illnesses and Medical Conditions	19	What are the full words of AIDS ? 	acquired immune deficiency syndrome			AIDS 	โรคเอดส์								
Illnesses and Medical Conditions	20	How nocuous is Alzheimer's disease ? 	It causes the complete loss of memory and dementia.			Alzheimer's disease 	โรคอัลไซเมอร์								
A Pharmacy	1	Who is a pharmacist ? 	"a person preparing medicines, selling and giving them to people"			pharmacist 	เภสัชกร								
A Pharmacy	2	Who can give you a prescription ? 	the doctor			prescription	ใบสั่งยาจากแพทย์								
A Pharmacy	3	What is prescription medication ? 	medicine that your doctor has ordered for you.			prescription medication 	ยาตามใบสั่งแพทย์								
A Pharmacy	4	What is found on the prescription label ?	the name of the doctor who has ordered.			prescription label 	ป้ายใบสั่งมาจากแพทย์								
A Pharmacy	5	Whom does the prescription number refer to ? 	the name of the patient			prescription number 	หมายเลขใบสั่งยา								
A Pharmacy	6	Where is the dosage found ? 	on the prescription			dosage 	"ขนาดรับประทาน, ที่ใช้"								
A Pharmacy	7	Do patients have to check the expiration date ? 	"Yes, they do."			expiration date 	วันหมดอายุ								
A Pharmacy	8	Why is the warning label important ? 	It mentions the side effect and some dangers.			warning label 	ฉลากคำเตือน								
A Pharmacy	9	How serious are medical warnings ? 	"They concern illness, injury or treatment for patients."			medical warnings 	คำเตือนทางการแพทย์								
A Pharmacy	10	Are there some medicines that we take with food or milk ? 	"Yes, there are."			take with food or milk 	กินพร้อมกับอาหารหรือนม								
A Pharmacy	11	Do some drugs want you to take one hour before eating ? 	"Yes, they do."			take one hour before eating 	กินก่อนอาหาร								
A Pharmacy	12	What should you do when you finish all medication ? 	I should observe my health.			finish all medication 	ใช้ยานั้นหมด								
A Pharmacy	13	Do some drugs want you not to take with dairy products ?	"Yes, they do."			not to take with dairy products 	อย่ากินพร้อมกับอาหารประเภทนมเนย								
A Pharmacy	14	Should you drive or operate heavy machinery after taking the drug ? 	"No, we shouldn't."			drive or operate heavy machinery 	ขับรถหรือทำงานกับเครื่องจักรกล								
A Pharmacy	15	Should we drink alcohol after each dosage ? 	"No, we shouldn't."			drink alcohol 	ดื่มสิ่งมึนเมา								
A Pharmacy	16	Who can prescribe medication for you ? 	my doctor			prescribe medication 	เขียนสั่งยาให้								
A Pharmacy	17	Can you fill prescriptions for yourself ? 	"No, I can't."			fill prescriptions 	เตรียมยาสำหรับผู้ป่วย								
A Pharmacy	18	Where is a wheelchair for sale ? 	at a pharmacy			wheelchair 	ที่นั่งล้อเข็น								
A Pharmacy	19	Who has to spend time on crutches ? 	an injured or wounded patient.			crutches 	ไม้พยุงตัว								
A Pharmacy	20	For whom is a walker ? 	"an old patient, and injured patient"			walker 	ที่พยุงตัวช่วยเดิน								
A Pharmacy	21	What is a humidifier ? 	a machine for making the air in the room less dry			humidifier 	เครื่องทำความชื้น								
A Pharmacy	22	How is a heating pad used ? 	on some parts of the body			heating pad 	แผ่นทำความอบอุ่น								
A Pharmacy	23	Why is an air purifier useful ? 	"It removes substances that are dirty, harmful or not wanted."			air purifier 	เครื่องกรองอากาศ								
A Pharmacy	24	Who can rely on a hot water bottle ? 	a sick person			hot water bottle 	ถุงน้ำร้อน								
A Pharmacy	25	Is a cane called a walking stick ? 	"Yes, it is."			cane 	ไม้เท้า								
A Pharmacy	26	Are there vitamins sold at a pharmacy ? 	"Yes, there are."			vitamins	วิตามิน								
A Pharmacy	27	Who can buy over-the-counter medication ? 	sick people			over-the-counter medication 	ยาที่ซื้อได้โดยไม่มีใบสั่งแพทย์								
A Pharmacy	28	What can a sling support ?	a broken or injured arm			sling 	"ผ้าช่วยพยุง, ผ้าพันแผล"								
A Pharmacy	29	Is a cast similar to a plaster cast ? 	"Yes, it is."			cast 	เฝือก								
A Pharmacy	30	Who is good at types of medication ? 	"pharmacists, pharmaceutists, chemists"			types of medication 	ชนิดของยา								
A Pharmacy	31	What helps in swallowing a pill ? 	a glass of water			pill 	ยาเม็ด								
A Pharmacy	32	Are vitamins in the form of tablets ?	"Yes, they are."			tablets 	เม็ดแบน								
A Pharmacy	33	How beneficial are medicines in capsules ? 	They dissolve easily when you swallow them.			capsules 	แคปซูล								
A Pharmacy	34	Is ointment similar to cream ?	"Yes, it is."			ointment 	"ยาแบบขี้ผึ้ง, แบบทาถู"								
A Pharmacy	35	Can antiseptic cream be medicinal ? 	"Yes, it can."			cream 	ครีม								
A Pharmacy	36	Why are some drugs called a pain reliever ? 	They remove or reduce pain.			pain reliever 	ยาบรรเทาปวด								
A Pharmacy	37	When can you take cold tablets ? 	when I catch a cold.			cold tablets 	ยาเม็ดแก้หวัด								
A Pharmacy	38	How useful is antacid ? 	It prevents or corrects acidity in the stomach.			antacid 	ยาลดกรดในกระเพาะ								
A Pharmacy	39	Why do children eat cough syrup easily ? 	because it tastes sweet.			cough syrup 	ยาแก้ไอชนิดน้ำเชื่อม								
A Pharmacy	40	Why are throat lozenges popular ? 	because they contain  medicine and dissolve in your mouth.			throat lozenges 	ยาอมแก้เจ็บคอ								
A Pharmacy	41	How useful are eye drops ? 	They can clear our eyes.			eye drops 	ยาหยอดตา								
A Pharmacy	42	Why is a nasal spray helpful ? 	It helps our breathing to be clear.			nasal spray 	ยาพ่นในจมูก								
A Pharmacy	43	Who can use an inhaler ? 	people who have problems with breathing			inhaler 	ที่สูดดม								
Taking Care of Your Health	1	Should you know the ways to get well ? 	"Yes, I should."			ways to get well 	วิธีที่จะหายป่วย								
Taking Care of Your Health	2	Where can we seek medical attention ? 	"at a clinic, at hospital"			seek medical attention 	ขอรับการตรวจรักษาจากแพทย์								
Taking Care of Your Health	3	Why should we get bed rest ?	for better health or good recovery			get bed rest 	นอนพักผ่อน								
Taking Care of Your Health	4	When do you drink fluids very often ? 	when the weather is hot.			drink fluids 	"ดื่มน้ำ, เครื่องดื่มของเหลว"								
Taking Care of Your Health	5	Why do patients take medicine ? 	for quick recovery			take medicine 	กินยา								
Taking Care of Your Health	6	How do you stay fit ? 	by using some exercising tools			stay fit 	ออกกำลังกายเป็นประจำ								
Taking Care of Your Health	7	Why do some eat a healthy diet ? 	"not to be fat, to be in good shape"			eat a healthy diet 	กินอาหารที่มีประโยชน์								
Taking Care of Your Health	8	Why is it good if you don't smoke ?	because cigarettes destroy our health			don't smoke 	ไม่สูบบุหรี่								
Taking Care of Your Health	9	Who advises you to have regular checkups ? 	the doctor			have regular checkups 	มีการตรวจร่างกายเป็นประจำ								
Taking Care of Your Health	10	Where can you get immunized ?	"at a clinic, hospital"			get immunized 	รับการฉีดวัคซีน								
Taking Care of Your Health	11	When do you follow medical advice ? 	after checkups with my doctor			follow medical advice 	ปฏิบัติตามคำแนะนำของแพทย์								
Taking Care of Your Health	12	What is injection ? 	medicine in a syringe put into the body			injection 	การฉีดยา								
Taking Care of Your Health	13	What is immunization / vaccination ? 	an injection that stops serious diseases			immunization / vaccination 	การฉีดภูมิคุ้มกันโรค								
Taking Care of Your Health	14	Who can learn about types of health problems ?	other people and I			types of health problems 	ประเภทของปัญหาด้านสุขภาพ								
Taking Care of Your Health	15	Whom should you consult with about vision problems ? 	with an oculist			vision problems 	ปัญหาด้านการมองเห็น								
Taking Care of Your Health	16	Is hearing loss like deafness ? 	"Yes, it is."			hearing loss 	การสูญเสียความสามารถในการได้ยิน								
Taking Care of Your Health	17	Can you use some cream to relieve the pain ?	"Yes, I can."			pain 	ความเจ็บปวด								
Taking Care of Your Health	18	What should you do when you suffer from stress ? 	"I go to the zoo, listen to the music, go shopping."			stress 	ตึงเครียด								
Taking Care of Your Health	19	Why do they have depression ? 	"They have econonomic recession, lose their jobs and are hopeless."			depression 	ซึมเศร้า								
Taking Care of Your Health	20	Who can give you help with health problems ? 	"doctors, my family members and my friends"			with health problems 	ความช่วยเหลือเกี่ยวกับปัญหาด้านสุขภาพ								
Taking Care of Your Health	21	How can optometrists help people ?	"to examine their eyes, recommend and sell glasses"			optometrists 	ผู้เชี่ยวชาญด้านสายตา								
Taking Care of Your Health	22	Do some people wear glasses for driving ? 	"Yes, they do."			glasses 	แว่นตา								
Taking Care of Your Health	23	What are contact lenses made of ? 	thin plastic			contact lenses 	คอนแทคเลนส์								
Taking Care of Your Health	24	Who is an audiologist ? 	an expert who deals with the sense of hearing			audiologist 	ผู้เชี่ยวชาญด้านการได้ยิน								
Taking Care of Your Health	25	For whom are hearing aids ? 	for the deaf			hearing aids 	เครื่องช่วยการได้ยิน								
Taking Care of Your Health	26	Is physical therapy the same as physiotherapy ? 	"Yes, it is."			physical therapy 	กายภาพบำบัด								
Taking Care of Your Health	27	Who is a physical therapist ? 	an expert in physical therapy			physical therapist 	ผู้ชำนาญด้านกายภาพบำบัด								
Taking Care of Your Health	28	Can talk therapy relieve serious problems ? 	"Yes, it can."			talk therapy 	การบำบัดปัญหาด้านการพูด								
Taking Care of Your Health	29	What does a therapist do ? 	He treats a particular type of illness or problem.			therapist 	ผู้ชำนาญการบำบัด								
Taking Care of Your Health	30	What can a support group give ?	"ideas, advice, technical help, encouragement"			support group 	กลุ่มสนับสนุน								
Medical Emergencies	1	Where is the ambulance service from ? 	from the hospital			ambulance 	รถพยาบาล								
Medical Emergencies	2	Can paramedics treat the injured at the roadside ? 	"Yes, they can."			paramedics 	"แพทย์, ผู้ช่วยแพทย์ภาคสนาม"								
Medical Emergencies	3	Are some victims unconscious after the accident ? 	"Yes, they are."			unconscious	หมดสติ								
Medical Emergencies	4	"If someone is in shock, is he seriously injured ? "	"No, he isn't."			in shock	"มีอาการช๊อค, แน่นิ่ง"								
Medical Emergencies	5	Why are some injured or hurt ? 	because of an accident			injured 	ได้รับบาดเจ็บ								
Medical Emergencies	6	What may be the result of a heart attack ? 	a sudden shock and death			heart attack 	มีอาการโรคหัวใจ								
Medical Emergencies	7	What may make some have an allergic reaction ? 	"insect bites, some chemicals, detergent, some foods"			have an allergic reaction 	มีอาการโรคภูมิแพ้								
Medical Emergencies	8	How awful is to get an electric shock ? 	It may cause death.			get an electric shock 	ถูกไฟฟ้าดูด								
Medical Emergencies	9	What is frostbite ? 	fingers and toes become damaged due to extremely cold temperatures			frostbite 	อาการเนื้อเยื่อตายเนื่องจากความเย็นจัด								
Medical Emergencies	10	When may you burn yourself ? 	while doing the cooking			burn yourself 	ไหม้ตัวเอง								
Medical Emergencies	11	Who may drown ? 	those who can't swim.			drown 	จมน้ำ								
Medical Emergencies	12	Who may swallow poison ? 	small children			swallow poison 	กลืนสิ่งเป็นพิษ								
Medical Emergencies	13	What may happen if some overdose on drugs ? 	They may die.			overdose on drugs 	กินยาเกินขนาด								
Medical Emergencies	14	Why do some choke ? 	"owing to the thick fumes, some pieces of food, strong emot"			choke 	สำลัก								
Medical Emergencies	15	What may make you bleed ? 	a wound or an injury			bleed 	เลือดไหล								
Medical Emergencies	16	Why do you see some who can't breathe ?	"because of no air, being confined in hot cars, fumes from fire"			can't breathe 	หายใจไม่ได้								
Medical Emergencies	17	Why do some fall easily ? 	owing to their carelessness			fall 	หกล้ม								
Medical Emergencies	18	What may break our bones ? 	various accidents			break our bones 	ทำให้กระดูกหัก								
First Aid	1	Should each family have a first aid kit ? 	"Yes, they should."			first aid kit 	ชุดปฐมพยาบาล								
First Aid	2	Should we have a first aid manual with us ? 	"Yes, we should."			first aid manual 	คู่มือการปฐมพยาบาล								
First Aid	3	Who can wear a medical emergency bracelet ? 	those who fall sick.			medical emergency bracelet 	สร้อยข้อมือระบุเกี่ยวกับผู้ป่วยในกรณีฉุกเฉิน								
First Aid	4	What are tweezers for ? 	for picking up very small things			tweezers 	คีมเล็ก								
First Aid	5	Where are adhesive bandages kept ? 	in the first aid kit			adhesive bandages 	แผ่นปิดแผล								
First Aid	6	What do you think about sterile pads ? 	They are completely clean and free prom bacteria.			sterile pads 	แผ่นฆ่าเชื้อแล้ว								
First Aid	7	Why is the sterile tape sanitary ?	It has no germs at all.			sterile tape	sterile tape								
First Aid	8	How useful is the gauze ? 	for covering and protecting wounds			gauze 	ผ้าก๊อสใช้ปิดแผล								
First Aid	9	How is hydrogen peroxide used ?	It is used as germicide.			hydrogen peroxide 	น้ำยาล้างแผล								
First Aid	10	When do you need antihistamine cream ? 	when I want to treat allergies such as rashes			antihistamine cream 	ครีมแก้อาการแพ้								
First Aid	11	Why is antibacterial ointment useful ? 	It can kill bacteria.			antibacterial ointment 	ยาฆ่าเชื้อแบคทีเรีย								
First Aid	12	What is an elastic bandage made of ? 	rubber			elastic bandage 	ผ้ายืดพันแผล								
First Aid	13	Is an ice bag similar to an ice pack ? 	"Yes, it is."			ice pack 	ถุงน้ำแข็ง								
First Aid	14	What is a splint ? 	a piece of wood or metal tied to a broken arm or leg to keep it still and in the right position			splint 	เครื่องดาม								
First Aid	15	Can first aid procedures be taught ? 	"Yes, they can."			first aid procedures 	ขั้นตอนการปฐมพยาบาล								
First Aid	16	Do some cuts need many stitches ? 	"Yes, they do."			stitches 	"ฝีเย็บ, เข็มเย็บ"								
First Aid	17	Is rescue breathing the act of saving someone ? 	"Yes, it is."			rescue breathing 	ช่วยการหายใจ								
First Aid	18	What are CPR derived from ? 	cardiopulmonary resuscitation			CPR 	การปั๊มช่วยให้หัวใจและปอดฟื้น								
First Aid	19	Is Heimlich maneuver a basic means ? 	"Yes, it is."			Heimlich maneuver 	การช่วยคนสำลักหลอดลมอุดตันโดยวิธีเฮมลิค								
Medical Care	1	Do patients have to sit in the waiting room ? 	"Yes, they do."			in the waiting room 	ในห้องนั่งรอ								
Medical Care	2	Can we make an appointment to see the doctor ? 	"Yes, we can."			appointment	การนัดหมาย								
Medical Care	3	Whom does a receptionist deal with at hospital ? 	sick people or outpatients			receptionist 	พนักงานต้อนรับ								
Medical Care	4	How useful is a health insurance card ? 	It provides medical care as a public service.			health insurance card 	บัตรประกันสุขภาพ								
Medical Care	5	Where is a health history form kept ? 	at each hospital			health history form 	แบบฟอร์มประวัติสุขภาพ								
Medical Care	6	Should you see a doctor if you have chronic cough ? 	"Yes, I should."			doctor 	หมอ								
Medical Care	7	Where do patients receive medical treatment ? 	"in a hospital, at a clinic"			patients 	คนไข้								
Medical Care	8	What is the examination table for ? 	for medical examination			examination table 	"โต๊ะ, เตียงตรวจ"								
Medical Care	9	What does a nurse have to do ? 	She or he has to take care of sick or injured people.			nurse 	พยาบาล								
Medical Care	10	Can some people have a private blood pressure gauge ? 	"Yes, they can."			blood pressure gauge 	เครื่องวัดความดันโลหิต								
Medical Care	11	Why does a doctor use a stethoscope ? 	to listen to a patient's heart and breathing			a stethoscope 	เครื่องตรวจฟังเสียงหัวใจ								
Medical Care	12	Who uses a thermometer with a patient ? 	a nurse or paramedic			thermometer 	อุปกรณ์วัดไข้								
Medical Care	13	What is a syringe for ? 	for putting drugs into a patient's body			syringe 	เข็มฉีดยา								
Medical Care	14	Are medical procedures commonly found ? 	"Yes, they are."			medical procedures 	ขั้นตอนการดูแลรักษา								
Medical Care	15	Who helps to check blood pressure of patients ? 	nurses and paramedics			check blood pressure 	ตรวจวัดความดันโลหิต								
Medical Care	16	Does a nurse take a patient's temperature ? 	"Yes, she does."			take a patient's temperature 	วัดไข้								
Medical Care	17	How does a doctor listen to a patient's heart ? 	by using a stethoscope			listen to 	ฟังการเต้นของหัวใจ								
Medical Care	18	Does a doctor also examine eyes of a patient ? 	"Yes, he does."			examine eyes 	ตรวจดูตา								
Medical Care	19	How does a doctor examine the throat ? 	by using a small torch			examine the throat 	ตรวจดูคอ								
Medical Care	20	What is used to draw blood from a patient ? 	A syringe is used.			draw blood 	เจาะเก็บเลือด								
Dental Care	1	Whose work is dentistry ? 	a dentist's work			dentistry 	ทันตกรรม								
Dental Care	2	Can a dentist be a dental surgeon ? 	"Yes, he can."			dentist 	ทันตแพทย์								
Dental Care	3	Whom does a dental assistant help ?	a dentist			dental assistant 	ผู้ช่วยงานทันตกรรม								
Dental Care	4	How does a dental hygienist work ? 	"working with a dentist, cleaning people's teeth,giving advice about cleaning teeth"			dental hygienist 	ผู้ทำความสะอาดฟัน								
Dental Care	5	Are dental instruments sanitary ? 	"Yes, they are."			dental instruments 	เครื่องมือทันตกรรม								
Dental Care	6	Whose work is orthodontics ? 	an orthodontist's work			orthodontics 	ทันตกรรมจัดฟัน								
Dental Care	7	What are the braces for ? 	for wearing inside the mouth to make teeth grow straight			braces 	อุปกรณ์การดัดฟัน								
Dental Care	8	Do many people have dental problems ? 	"Yes, they do."			dental problems 	ปัญหาเกี่ยวกับฟัน								
Dental Care	9	Why does cavity or decay happen ? 	because their teeth are not cared for.			cavity 	ฟันเป็นรู	decay 	ฟันผุ						
Dental Care	10	What are fillings made of? 	metal or other materials			fillings 	สิ่งอุดฟัน								
Dental Care	11	What is a crown ? 	an artificial cover for a damaged tooth			crown 	ที่ครอบฟัน								
Dental Care	12	By whom are dentures worn ? 	worn by someone who no longer has all their own teeth			dentures 	ชุดฟันเทียม								
Dental Care	13	Does a gum disease affect the teeth ? 	"Yes, it does."			gum disease 	โรคเหงือก								
Dental Care	14	Why is plaque destructive ? 	It encourages the growth of harmful bacteria.			plaque 	คราบหินปูน								
Dental Care	15	Should an office visit be told beforehand ?	"Yes, it should."			office visit 	การไปพบทันตแพทย์								
Dental Care	16	Do they clean the teeth with special tools ? 	"Yes, they do."			clean the teeth 	ทำความสะอาดฟัน								
Dental Care	17	Why do they take x-rays ? 	to see inside the teeth and the gum			take x-rays 	ถ่ายเอ็กซเรย์								
Dental Care	18	Why does the dentist numb the mouth ? 	to make it feel no pain			numb the mouth 	ฉีดยาชาในปาก								
Dental Care	19	How does a dentist drill a tooth ? 	by using a drill			drill a tooth 	กรอฟัน								
Dental Care	20	What is used to fill a cavity ? 	a small amount of metal or other materials			fill a cavity 	อุดฟันที่เป็นรู								
Dental Care	21	Is it painful to pull a tooth? 	"No, it isn't because the mouth is numbed."			pull a tooth	ถอนฟัน								
Hospital	1	What do you think about medical specialists ?	They have specialized in a particular area of medicine.			medical specialists 	แพทย์ผู้เชี่ยวชาญเฉพาะทาง								
Hospital	2	Can an internist do medical operations ?	"No, he can't."			internist 	แพทย์ผู้เชี่ยวชาญเกี่ยวกับอวัยวะภายใน								
Hospital	3	Is an obstetrician trained in obstetrics ? 	"Yes, she is."			obstetrician 	สูติแพทย์								
Hospital	4	Who is a cardiologist ? 	a doctor who studies and treats heart diseases.			cardiologist 	แพทย์ผู้เชี่ยวชาญด้านโรคหัวใจ								
Hospital	5	Is an oncologist good at treatment of tumors in the body ? 	"Yes, he or she is."			oncologist 	ผู้เชี่ยวชาญเกี่ยวกับเนื้องอกวิทยา								
Hospital	6	What diseases does a pediatrician treat ? 	the diseases of children			pediatrician 	กุมารแพทย์								
Hospital	7	What is a radiologist trained in ?	in radiology			radiologist 	ผู้เชี่ยวชาญเกี่ยวกับรังสีวิทยา								
Hospital	8	Who has to see an ophthalmologist ?	those with the diseases of the eye			ophthalmologist 	จักษุแพทย์								
Hospital	9	Who needs help from a psychiatrist ? 	those with mental illnesses			psychiatrist 	จิตแพทย์								
Hospital	10	Whom does a nursing staff help ?	the doctors at a hospital			nursing staff 	เจ้าหน้าที่พยาบาล								
Hospital	11	Where does a surgical nurse work ?	in a surgical ward			surgical nurse 	พยาบาลห้องผ่าตัด								
Hospital	12	How qualified is a registered nurse ? 	having a degree in nursing and an official qualification			registered nurse 	พยาบาลที่มีวุฒิและได้ขึ้นทะเบียนแล้ว								
Hospital	13	Can licensed practical nurses (LPN) work at hospitals ? 	"Yes, they can."			licensed practical nurses (LPN) 	พยาบาลที่มีใบอนุญาตให้ปฏิบัติงานบางส่วน								
Hospital	14	What are the full words of CNA ? 	certified nursing assistant			CNA 	ผู้ช่วยพยาบาลที่ได้รับการรับรอง								
Hospital	15	Are hospital staff well-trained for their work ?	"Yes, they are."			hospital staff	เจ้าหน้าที่โรงพยาบาล								
Hospital	16	What does an administrator have to do ?	to manage and organize the business affairs of the hospital			administrator 	ผู้บริหาร								
Hospital	17	Whom do admissions clerks welcome ? 	outpatients or sick people			admissions clerks 	เจ้าหน้าที่แผนกรับผู้ป่วย								
Hospital	18	How does a dietician work ? 	to advise people on what foods they should eat to keep healthy			dietician 	นักโภชนาการ								
Hospital	19	Do orderlies need any special training ?	"No, they don't."			orderlies 	พนักงานทั่วไปในโรงพยาบาล								
Hospital	20	Whom do gynecologists examine and treat ? 	"sick women, patients with the diseases of women"			gynecologists	แพทย์ผู้ชำนาญโรคสตรี								
